Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Target ChEMBL ID,Smiles
CHEMBL3642605,IC50,'=',5100.0,nM,5.29,CHEMBL4822,CC1(c2cc(Br)cc(NC(=O)c3cccs3)c2)CCSC(N)=N1
CHEMBL1241578,IC50,'=',175.0,nM,6.76,CHEMBL4822,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21
CHEMBL3645172,IC50,'=',32.0,nM,7.5,CHEMBL4822,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)CCSC(N)=N1
CHEMBL3640271,IC50,'=',349.0,nM,6.46,CHEMBL4822,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C2CC2)c1F
CHEMBL3653434,IC50,'=',1500.0,nM,5.82,CHEMBL4822,Cc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)co1
CHEMBL3653397,IC50,'=',40.0,nM,7.4,CHEMBL4822,Cc1cc(Br)cnc1C(=O)Nc1ccc(F)c(C2(C)COCC(N)=N2)c1
CHEMBL3653409,IC50,'=',92.0,nM,7.04,CHEMBL4822,C[C@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N
CHEMBL3902306,IC50,'=',320.0,nM,6.5,CHEMBL4822,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncc(C)s3)cc1C21N=C(N)N(CC(F)(F)F)C1=O
CHEMBL3656225,IC50,'=',128.0,nM,6.89,CHEMBL4822,COCCN1C(=O)C2(N=C1N)c1cc(OC(F)F)ccc1C[C@]21CC[C@@H](OC)CC1
CHEMBL3670370,IC50,'=',26.0,nM,7.58,CHEMBL4822,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1
CHEMBL3670381,IC50,'=',42.0,nM,7.38,CHEMBL4822,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)n2)c(Cl)c1
CHEMBL3925344,IC50,'=',9.4,nM,8.03,CHEMBL4822,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2nnc(C)s2)C1=O
CHEMBL3656245,IC50,'=',8052.0,nM,5.09,CHEMBL4822,CN1C(=O)[C@@]2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1
CHEMBL3656165,IC50,'=',292.9,nM,6.53,CHEMBL4822,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCc2ccccc2C1
CHEMBL3656170,IC50,'=',465.8,nM,6.33,CHEMBL4822,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCOCC1
CHEMBL3656185,IC50,'=',432.3,nM,6.36,CHEMBL4822,CCOC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1
CHEMBL3952064,IC50,'=',36.9,nM,7.43,CHEMBL4822,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1
CHEMBL3917530,IC50,'=',60.2,nM,7.22,CHEMBL4822,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)(F)F)cn3)cs2)CO1
CHEMBL3657458,IC50,'=',6850.0,nM,5.16,CHEMBL4822,COc1ccc(C)cc1-c1ccc2c(c1)C1(CCO2)N=C(C)C(N)=N1
CHEMBL3653662,IC50,'=',112.0,nM,6.95,CHEMBL4822,CC#CCOc1ccc(C(=O)Nc2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)nc1
CHEMBL3691376,IC50,'=',1240.0,nM,5.91,CHEMBL4822,COC[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2F)CO1
CHEMBL3667409,IC50,'=',0.48200000000000004,nM,9.32,CHEMBL4822,NC1=N[C@@]2(c3cccc(NC(=O)c4cnc(CO)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1
CHEMBL3422235,IC50,'=',511.0,nM,6.29,CHEMBL4822,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@H]2CS1
CHEMBL3261057,IC50,'=',59.0,nM,7.23,CHEMBL4822,Cc1cc([C@H]2CC3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1
CHEMBL2347199,IC50,'=',110.0,nM,6.96,CHEMBL4822,Cn1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)n1
CHEMBL2347367,IC50,'=',480.0,nM,6.32,CHEMBL4822,CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1
CHEMBL2347210,IC50,'=',17.0,nM,7.77,CHEMBL4822,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F
CHEMBL2347365,IC50,'=',51.0,nM,7.29,CHEMBL4822,COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1
CHEMBL2347210,IC50,'=',26.0,nM,7.58,CHEMBL4822,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F
CHEMBL2347369,IC50,'=',41200.0,nM,4.38,CHEMBL4822,COc1ccc(C2(C)CCSC(N)=N2)cc1.Cl
CHEMBL3127069,IC50,'=',16.0,nM,7.8,CHEMBL4822,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1C[C@H]1CCOC[C@@H]12
CHEMBL3127070,IC50,'=',68.0,nM,7.17,CHEMBL4822,COc1cccc(-c2ccc3c(c2)[C@@]2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1
CHEMBL3127093,IC50,'=',670.0,nM,6.17,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12
CHEMBL3127104,IC50,'=',7.3,nM,8.14,CHEMBL4822,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12
CHEMBL3127094,IC50,'=',830.0,nM,6.08,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12
CHEMBL3127098,IC50,'=',330.0,nM,6.48,CHEMBL4822,NC1=N[C@@]2(CS1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12
CHEMBL3127083,IC50,'=',61.0,nM,7.21,CHEMBL4822,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)c(F)cc1O[C@H]1CCOC[C@@H]12
CHEMBL3127081,IC50,'=',33.0,nM,7.48,CHEMBL4822,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@]12C
CHEMBL3127104,IC50,'=',31.0,nM,7.51,CHEMBL4822,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12
CHEMBL3127103,IC50,'=',23.0,nM,7.64,CHEMBL4822,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)ccc1O[C@H]1CCOC[C@@H]12
CHEMBL3653409,IC50,'=',11.0,nM,7.96,CHEMBL4822,C[C@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N
CHEMBL4176954,IC50,'=',2140.0,nM,5.67,CHEMBL4822,COc1ccc2sc(N)cc2c1
CHEMBL3670353,IC50,'=',5.0,nM,8.3,CHEMBL4822,Cc1cc(C#N)cnc1C(=O)Nc1cccc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1
CHEMBL3640219,IC50,'=',80.0,nM,7.1,CHEMBL4822,COCCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)nc1
CHEMBL3653395,IC50,'=',95.0,nM,7.02,CHEMBL4822,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)COCC(N)=N1
CHEMBL4532096,IC50,'=',1800.0,nM,5.75,CHEMBL4822,Clc1ccc2nc(-c3cccc(N4CCc5ccccc5C4)n3)[nH]c2c1
CHEMBL2151240,IC50,'=',2.1,nM,8.68,CHEMBL4822,CC(=O)N[C@@H](Cc1ccc(F)c(OC(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151150,IC50,'=',7.2,nM,8.14,CHEMBL4822,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC(C)(C)C)cc21
CHEMBL2030996,IC50,'=',1.0,nM,9.0,CHEMBL4822,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151152,IC50,'=',5.1,nM,8.29,CHEMBL4822,CC(=O)N[C@@H](Cc1ccccc1F)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151243,IC50,'=',2.2,nM,8.66,CHEMBL4822,CC(=O)N[C@@H](Cc1ccc(C)c(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151140,IC50,'=',400.0,nM,6.4,CHEMBL4822,CN1C(=N)N[C@](C)(c2csc(-c3cccc(C#N)c3)c2)CC1=O
CHEMBL4276834,IC50,'=',0.46,nM,9.34,CHEMBL4822,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)c1
CHEMBL4291981,IC50,'=',190.0,nM,6.72,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(Cl)cc12
CHEMBL4284110,IC50,'=',1.2,nM,8.92,CHEMBL4822,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCOCC4)ncc2O3)c1
CHEMBL3640223,IC50,'=',120.0,nM,6.92,CHEMBL4822,CC#CCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1
CHEMBL3640225,IC50,'=',180.0,nM,6.75,CHEMBL4822,C[C@@]1(c2cccc(NC(=O)c3ccc(OCc4ccc(F)cc4)cn3)c2)CCSC(N)=N1
CHEMBL3640248,IC50,'=',4850.0,nM,5.31,CHEMBL4822,CC1(c2cccc(/N=C(\NO)c3ncc(Cl)cc3Cl)c2)CCSC(N)=N1
CHEMBL3645151,IC50,'=',140.0,nM,6.85,CHEMBL4822,CSc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)s1
CHEMBL3640244,IC50,'=',50.0,nM,7.3,CHEMBL4822,COc1ncc(NC(=O)c2cnc(C)cn2)cc1[C@]1(C)CCSC(N)=N1
CHEMBL3640275,IC50,'=',93.0,nM,7.03,CHEMBL4822,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)cc(F)c(F)c3F)C2)nc(C)c1F
CHEMBL3414706,IC50,'=',6700.0,nM,5.17,CHEMBL4822,NC1=N[C@@]2(c3ccc(F)cc3F)COCC[C@H]2CS1
CHEMBL3414701,IC50,'=',1390.0,nM,5.86,CHEMBL4822,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](CF)C[C@H]2CS1
CHEMBL3414706,IC50,'=',5100.0,nM,5.29,CHEMBL4822,NC1=N[C@@]2(c3ccc(F)cc3F)COCC[C@H]2CS1
CHEMBL3691368,IC50,'=',13800.0,nM,4.86,CHEMBL4822,NC1=N[C@@]2(c3c(F)cccc3F)COCC[C@H]2CS1
CHEMBL3691373,IC50,'=',2030.0,nM,5.69,CHEMBL4822,NC1=N[C@@]2(c3ccccc3F)CO[C@@H](COc3cnccn3)C[C@H]2CS1
CHEMBL3667410,IC50,'=',0.5539999999999999,nM,9.26,CHEMBL4822,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1
CHEMBL3916731,IC50,'=',11.0,nM,7.96,CHEMBL4822,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ncccn2)C3=O)C[C@@H]1C
CHEMBL4106537,IC50,'=',6.0,nM,8.22,CHEMBL4822,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCC2COC2)C3=O)C[C@H]1C
CHEMBL3921692,IC50,'=',6.0,nM,8.22,CHEMBL4822,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COCCO2)C3=O)C[C@@H]1C
CHEMBL382408,IC50,'=',3760.0,nM,5.42,CHEMBL4822,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
CHEMBL1504056,IC50,'=',50000.0,nM,4.3,CHEMBL4822,CCc1nnc(NC(=O)CSc2nc(-c3ccc(F)cc3)cc(-c3ccccc3)c2C#N)s1
CHEMBL2181985,IC50,'=',11000.0,nM,4.96,CHEMBL4822,N#CC1(OC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)CCCCC1
CHEMBL2181983,IC50,'=',6000.0,nM,5.22,CHEMBL4822,O=C(OC1CCSc2ccc(Br)cc21)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12
CHEMBL2181982,IC50,'=',2000.0,nM,5.7,CHEMBL4822,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)cc1Br
CHEMBL3327246,IC50,'=',20200.0,nM,4.7,CHEMBL4822,COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
CHEMBL4284107,IC50,'=',2800.0,nM,5.55,CHEMBL4822,CN(C)Cc1ccccc1-c1ccc(NCCCN2CCCCC2)c(OCCN2CCCCC2)c1
CHEMBL4291976,IC50,'=',2700.0,nM,5.57,CHEMBL4822,CN1CCN(Cc2ccccc2-c2ccc(NCCCN3CCCCC3)c(OCCN3CCCCC3)c2)CC1
CHEMBL3961045,IC50,'=',36.0,nM,7.44,CHEMBL4822,C[C@@]1(c2cc(Nc3nccc4cc(C#N)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1
CHEMBL3910073,IC50,'=',6.6,nM,8.18,CHEMBL4822,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1
CHEMBL3894515,IC50,'=',548.0,nM,6.26,CHEMBL4822,NC1=N[C@](CF)(c2cc(NC(=S)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1
CHEMBL3939374,IC50,'=',0.5,nM,9.3,CHEMBL4822,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1
CHEMBL3943708,IC50,'=',2080.0,nM,5.68,CHEMBL4822,NC1=N[C@](CF)(c2cc(C#Cc3cccc4[nH]ccc34)ccc2F)C[C@@H](C(F)(F)F)O1
CHEMBL3938609,IC50,'=',4600.0,nM,5.34,CHEMBL4822,NC1=N[C@](CF)(c2cc(C#Cc3cccc4cc[nH]c34)ccc2F)C[C@@H](C(F)(F)F)O1
CHEMBL3965566,IC50,'=',8170.0,nM,5.09,CHEMBL4822,NC1=N[C@](CF)(c2cc(Oc3cc(-c4ccccc4)cc(Cl)n3)ccc2F)C[C@@H](C(F)(F)F)O1
CHEMBL3946502,IC50,'=',33.0,nM,7.48,CHEMBL4822,NC1=N[C@](CF)(c2cc(Nc3ncc(F)c4cc(C#CC5CC5)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1
CHEMBL3926622,IC50,'=',269.0,nM,6.57,CHEMBL4822,NC1=N[C@](CF)(c2cc(Nc3ncnc4sc(C(F)F)nc34)ccc2F)C[C@@H](C(F)(F)F)O1
CHEMBL3966149,IC50,'=',206.0,nM,6.69,CHEMBL4822,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1
CHEMBL3898408,IC50,'=',38900.0,nM,4.41,CHEMBL4822,CC(C)n1cc(Cl)c(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)n1
CHEMBL3966981,IC50,'=',12.0,nM,7.92,CHEMBL4822,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1
CHEMBL2178178,IC50,'=',1700.0,nM,5.77,CHEMBL4822,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(N)c(Cl)c2)cc1
CHEMBL2178190,IC50,'=',1400.0,nM,5.85,CHEMBL4822,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)c3ccco3)c(Cl)c2)cc1
CHEMBL2178179,IC50,'=',790.0,nM,6.1,CHEMBL4822,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1
CHEMBL3261044,IC50,'=',7.943,nM,8.1,CHEMBL4822,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=NCC(F)(F)CN12
CHEMBL2347211,IC50,'=',18.0,nM,7.75,CHEMBL4822,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1
CHEMBL2331708,IC50,'=',5.0,nM,8.3,CHEMBL4822,NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1
CHEMBL3261063,IC50,'=',240.0,nM,6.62,CHEMBL4822,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1
CHEMBL3261069,IC50,'=',77.0,nM,7.11,CHEMBL4822,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1
CHEMBL3265335,IC50,'=',130.0,nM,6.89,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1COCC[C@@H]12
CHEMBL3931973,IC50,'=',613.0,nM,6.21,CHEMBL4822,CCOC[C@H]1C[C@H]2[C@@H](C)SC(N)=N[C@@]2(c2ccc(F)cc2F)CO1
CHEMBL3688710,IC50,'=',2.2,nM,8.66,CHEMBL4822,CC#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1
CHEMBL4575752,IC50,'=',2.4,nM,8.62,CHEMBL4822,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(CO)C[C@H]21
CHEMBL4456863,IC50,'=',2.1,nM,8.68,CHEMBL4822,COC[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2
CHEMBL4452318,IC50,'=',1.8,nM,8.74,CHEMBL4822,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)c1
CHEMBL4437161,IC50,'=',0.2,nM,9.7,CHEMBL4822,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1
CHEMBL4577527,IC50,'=',0.2,nM,9.7,CHEMBL4822,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1
CHEMBL4452318,IC50,'=',17.0,nM,7.77,CHEMBL4822,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)c1
CHEMBL4593414,IC50,'=',4.2,nM,8.38,CHEMBL4822,CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1
CHEMBL3688710,IC50,'=',0.6,nM,9.22,CHEMBL4822,CC#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1
CHEMBL3357669,IC50,'=',39.0,nM,7.41,CHEMBL4822,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2
CHEMBL1915985,IC50,'=',8.6,nM,8.07,CHEMBL4822,CC(=O)N[C@]1(CC(C)C)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O
CHEMBL1915993,IC50,'=',21.0,nM,7.68,CHEMBL4822,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](C(C)C)C2=O)C1
CHEMBL1916169,IC50,'=',1.5,nM,8.82,CHEMBL4822,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccn3)CN2)C1=O
CHEMBL1916170,IC50,'=',1.4,nM,8.85,CHEMBL4822,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3cccnc3)CN2)C1=O
CHEMBL1915975,IC50,'=',220.0,nM,6.66,CHEMBL4822,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](C(C)C)C2=O)c1
CHEMBL1915977,IC50,'=',210.0,nM,6.68,CHEMBL4822,COC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O
CHEMBL1915978,IC50,'=',90.0,nM,7.05,CHEMBL4822,CCC[C@@H](O)[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O
CHEMBL1915979,IC50,'=',27.0,nM,7.57,CHEMBL4822,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@@](CC3CC3)(NC(C)=O)C2=O)c1
CHEMBL1915983,IC50,'=',400.0,nM,6.4,CHEMBL4822,COC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O
CHEMBL1915987,IC50,'=',1400.0,nM,5.85,CHEMBL4822,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O
CHEMBL1915990,IC50,'=',2.0,nM,8.7,CHEMBL4822,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(NC(C)=O)C2=O)C1
CHEMBL1915995,IC50,'=',89.0,nM,7.05,CHEMBL4822,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](COC)C2=O)C1
CHEMBL1916157,IC50,'=',1.4,nM,8.85,CHEMBL4822,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)C1=O
CHEMBL1916169,IC50,'=',1.3,nM,8.89,CHEMBL4822,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccn3)CN2)C1=O
CHEMBL3650794,IC50,'=',1040.0,nM,5.98,CHEMBL4822,COc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c(Cl)cn1
CHEMBL3650800,IC50,'=',1410.0,nM,5.85,CHEMBL4822,CC1(C)Oc2ccc(-c3cc(O)cc(F)c3)cc2C2(COC(N)=N2)C12COC2
CHEMBL3650810,IC50,'=',3240.0,nM,5.49,CHEMBL4822,CC1(C)Oc2ccc(-c3cccc4cccnc34)cc2C2(COC(N)=N2)C12COC2
CHEMBL3650802,IC50,'=',3040.0,nM,5.52,CHEMBL4822,CNC(=O)c1cc(F)cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1
CHEMBL3650805,IC50,'=',2180.0,nM,5.66,CHEMBL4822,CC1(C)Oc2ccc(-c3ccc4[nH]ccc4c3)cc2C2(COC(N)=N2)C12COC2
CHEMBL2331714,IC50,'=',12.0,nM,7.92,CHEMBL4822,NC1=NC2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)CC2CCS1
CHEMBL2349609,IC50,'=',230.0,nM,6.64,CHEMBL4822,Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)o1
CHEMBL2349496,IC50,'=',28.0,nM,7.55,CHEMBL4822,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(OC(F)F)c4)cc32)N=C1N
CHEMBL2349612,IC50,'=',24.0,nM,7.62,CHEMBL4822,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N
CHEMBL4443833,IC50,'=',1109.0,nM,5.96,CHEMBL4822,COc1cccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c1OC
CHEMBL4109726,IC50,'=',80.0,nM,7.1,CHEMBL4822,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2
CHEMBL3303094,IC50,'=',1190.0,nM,5.92,CHEMBL4822,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2
CHEMBL3642605,IC50,'=',5100.0,nM,5.29,CHEMBL4822,CC1(c2cc(Br)cc(NC(=O)c3cccs3)c2)CCSC(N)=N1
CHEMBL3642623,IC50,'=',140.0,nM,6.85,CHEMBL4822,CC1(c2cc(Br)cc(NC(=O)c3ccc(Br)cc3)c2)CCSC(N)=N1
CHEMBL3261082,IC50,'=',23.0,nM,7.64,CHEMBL4822,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F
